#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,mean,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T08:16:00Z,5.08,_value,AQI
,,0,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T08:28:00Z,5.08,_value,AQI
,,0,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T08:36:00Z,5.08,_value,AQI
,,0,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T08:48:00Z,6.4,_value,AQI
,,0,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T08:56:00Z,6.47,_value,AQI
,,0,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T09:52:00Z,6.07,_value,AQI
,,0,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T09:56:00Z,6.07,_value,AQI
,,0,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T10:04:00Z,6.07,_value,AQI
,,0,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T10:12:00Z,6.07,_value,AQI
,,0,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T10:24:00Z,6.07,_value,AQI
,,0,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T12:20:00Z,5.84,_value,AQI
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T17:20:00Z,7.58,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T17:32:00Z,5.01,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T17:44:00Z,5.83,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T17:52:00Z,5.93,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T18:04:00Z,5.93,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T18:12:00Z,5.93,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T18:24:00Z,5.93,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T18:32:00Z,5.93,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T18:44:00Z,5.86,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T18:52:00Z,6.38,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T19:04:00Z,6.38,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T19:12:00Z,6.17,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T19:24:00Z,6.13,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T19:32:00Z,6.13,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T19:44:00Z,6.15,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T19:52:00Z,6.16,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T20:12:00Z,6.16,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T20:24:00Z,6.16,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T20:32:00Z,6.16,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T20:44:00Z,6.16,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T20:52:00Z,6.65,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T21:04:00Z,6.57,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T21:12:00Z,6.57,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T21:24:00Z,6.57,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T21:32:00Z,6.57,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T21:44:00Z,5.91,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T21:52:00Z,5.91,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T22:04:00Z,5.91,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T22:12:00Z,5.91,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T22:24:00Z,5.91,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T22:32:00Z,5.91,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T22:44:00Z,6.55,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T22:52:00Z,6.55,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T23:04:00Z,6.55,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T23:12:00Z,6.55,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T23:24:00Z,6.55,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T23:32:00Z,6.55,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T23:44:00Z,6.57,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-24T23:52:00Z,6.57,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T00:04:00Z,6.57,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T00:12:00Z,6.57,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T00:24:00Z,6.57,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T00:32:00Z,6.57,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T00:44:00Z,6.62,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T00:52:00Z,6.62,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T01:04:00Z,6.62,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T01:12:00Z,6.62,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T01:24:00Z,6.62,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T01:32:00Z,6.62,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T01:44:00Z,6.62,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T01:52:00Z,6.65,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T02:04:00Z,6.16,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T02:12:00Z,6.16,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T02:24:00Z,6.16,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T02:32:00Z,6.16,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T02:44:00Z,5.56,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T02:52:00Z,5.56,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T03:04:00Z,5.56,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T03:12:00Z,5.56,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T03:24:00Z,5.56,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T03:32:00Z,5.56,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T03:44:00Z,5.56,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T03:52:00Z,5.86,_value,Temperature
,,1,2025-08-24T13:24:28.574498431Z,2025-08-25T13:24:28.574498431Z,2025-08-25T04:04:00Z,5.54,_value,Temperature
